name,sex,latest_year,latest_rank,latest_count,first_year,total_count,origin_backgrounds,languages,scripts,variants,meaning,age_style_category,historical_significance_score,semantic_summary
Riley,M,2020,258,1350,1880,214993,Irish,en|ga,Latin,Riley|Rylee|Ryleigh|Rylie|Reilly|OReilly,valiant,modern,0.4,"Riley is an Irish name meaning valiant, an Irish surname-name with lively unisex energy and cheerful rhythm. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Zane,M,2020,259,1342,1914,50890,Arabic|Hebrew,en|ar|he,Latin|Arabic|Hebrew,Zane|Zain|Zayn|Zayne|Zan,beauty or god is gracious,modern,0.4,"Zane is an Arabic and Hebrew name meaning beauty or god is gracious, a sleek cross-cultural name with Arabic elegance and possible John-family links. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Louis,M,2020,260,1323,1880,402022,Germanic|Spanish|French,en|de|es|fr,Latin,Louis|Luis|Lewis|Ludwig|Luigi|Ludovic,famous battle,classic,0.8,"Louis is a Germanic, Spanish, and French name meaning famous battle, a royal Germanic name family filtered through Spanish and French tradition. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Aidan,M,2020,261,1313,1936,115404,Irish|Celtic,en|ga,Latin,Aidan|Aiden|Ayden|Aydan|Aodhán|Aedan,little fire,modern,0.3,"Aidan is an Irish and Celtic name meaning little fire, reviving an early Irish saint name in a bright contemporary form. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Paxton,M,2020,262,1286,1921,23692,English|Latin,en|la,Latin,Paxton|Pax|Paxten|Paxtyn|Paxson,peace town,modern,0.3,"Paxton is an English and Latin name meaning peace town, a place surname blending Latin peace with English topography. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Maximiliano,M,2020,263,1281,1917,18036,Latin|Scottish,en|la|gd,Latin,Maximiliano|Maxwell|Max|Maximus|Maximilian|Maxime,greatest or great stream,classic,0.7,"Maximiliano is a Latin and Scottish name meaning greatest or great stream, a maximum-strength name family mixing Roman grandeur with Scottish surname roots. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Karson,M,2020,264,1276,1966,18631,Scottish|English,en|gd,Latin,Karson|Carson|Carsen|Karsen|Carrson|Carsten,son of carr,modern,0.3,"Karson is a Scottish and English name meaning son of carr, a surname name with a brisk sound and restrained modern polish. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Cash,M,2020,265,1274,1885,21617,English|Sanskrit,en|sa,Latin|Devanagari,Cash|Kash|Cassius|Kaspar|Kass|Cashus,case or shining,modern,0.2,"Cash is an English and Sanskrit name meaning case or shining, a bold money-sound name sometimes linked to Cash and Sanskrit brightness. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Cayden,M,2020,266,1272,1990,37846,English|Celtic,en|ga,Latin,Cayden|Kayden|Caden|Kaden|Kaiden|Caiden,modern coinage possibly battle,modern,0.1,"Cayden is an English and Celtic name with modern coinage possibly battle, a recent -ayden family name with energetic sound and uncertain layered origins. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Emerson,M,2020,267,1268,1880,51646,Germanic|English,en|de,Latin,Emerson|Emersyn|Emery|Emory|Emmerich|Emrys,brave power or son of emery,modern,0.4,"Emerson is a Germanic and English name meaning brave power or son of emery, a surname-name family with literary associations and strong Germanic elements. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Tobias,M,2020,268,1268,1880,23080,Hebrew|Greek,en|he|el,Latin|Hebrew|Greek,Tobias|Tobiah|Tovia|Toviahu|Toby|Tobit,god is good,timeless,0.8,"Tobias is a Hebrew and Greek name meaning god is good, a biblical name with apocryphal tradition and gentle scholarly warmth. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Ronan,M,2020,269,1255,1959,14338,Irish|Celtic,en|ga,Latin,Ronan|Rónán|Rooney|Ronin|Ronald,little seal,classic,0.6,"Ronan is an Irish and Celtic name meaning little seal, an Irish saint name with sea-animal imagery and a warm lyrical sound. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Brian,M,2020,270,1249,1909,1172927,Irish|Celtic,en|ga,Latin,Brian|Bryan|Brien|Brianna|Bryant|Bryn,high or noble,classic,0.6,"Brian is an Irish and Celtic name meaning high or noble, an Irish royal name family with noble meaning and familiar strength. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Dallas,M,2020,271,1249,1880,77792,Scottish|English,en|gd,Latin,Dallas|Dalas|Dallis|Dallin|Dallán|Dalles,meadow dwelling or valley house,modern,0.3,"Dallas is a Scottish and English name meaning meadow dwelling or valley house, a place and surname name with Western urban imagery and Gaelic echoes. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Bradley,M,2020,272,1225,1880,310047,English,en,Latin,Bradley|Bradlee|Bradleigh|Brad|Bradshaw|Bradly,broad meadow,classic,0.4,"Bradley is an English name meaning broad meadow, an English place surname with open pastoral imagery and friendly familiarity. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Jorge,M,2020,273,1224,1910,134167,Greek,en|el,Latin|Greek,Jorge|George|Georgios|Giorgio|Joris|Yuri,farmer or earthworker,timeless,0.9,"Jorge is a Greek name meaning farmer or earthworker, a royal and saintly name with dragon-slayer legends and agrarian roots. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Walter,M,2020,274,1221,1880,628272,Germanic,en|de,Latin,Walter|Walt|Walther|Gualtiero|Valter|Wouter,army ruler,classic,0.8,"Walter is a Germanic name meaning army ruler, a medieval Germanic name with literary, royal, and steady old-fashioned strength. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Josue,M,2020,275,1219,1924,52295,Hebrew,en|he,Latin|Hebrew,Josue|Josiah|Josias|Yoshiyahu|Josija|Joziah,yahweh supports,timeless,0.8,"Josue is a Hebrew name meaning yahweh supports, a biblical royal name with a revivalist sound and solemn religious history. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Khalil,M,2020,276,1217,1957,20280,Arabic,en|ar,Latin|Arabic,Khalil|Kaleel|Khaleel|Halil|Jalil|Khaled,friend,classic,0.7,"Khalil is an Arabic name meaning friend, an Arabic name with intimate warmth and literary associations through Khalil Gibran. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Damien,M,2020,277,1201,1936,59676,Greek,en|el,Latin|Greek,Damien|Damian|Damiano|Damon|Damyan|Damjan,to tame or subdue,classic,0.7,"Damien is a Greek name meaning to tame or subdue, a Greek saint name with a controlled strength and dramatic sound. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Jett,M,2020,278,1199,1892,17487,English,en,Latin,Jett|Jet|Jette|Jethro|Jetson|Jeth,black gemstone or jet,modern,0.2,"Jett is an English name meaning black gemstone or jet, a sleek word name with aviation speed and dark gemstone imagery. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Kairo,M,2020,279,1185,1995,4025,Arabic|Egyptian,en|ar,Latin|Arabic,Kairo|Cairo|Kairi|Cairos|Qahirah|Kairu,victorious or from the city,modern,0.4,"Kairo is an Arabic and Egyptian name meaning victorious or from the city, a place name tied to Cairo and Arabic triumph imagery. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Zander,M,2020,280,1180,1915,23885,Greek,en|el,Latin|Greek,Zander|Xander|Sander|Alexander|Xandro|Zandro,defender of men,modern,0.5,"Zander is a Greek name meaning defender of men, a clipped Alexander form with heroic ancestry and a crisp contemporary punch. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Andre,M,2020,281,1178,1880,127550,Greek,en|el,Latin|Greek,Andre|Andrew|André|Andres|Anderson|Andrea,manly or brave,timeless,0.8,"Andre is a Greek name meaning manly or brave, an apostolic Greek name family with strong, simple, international appeal. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Cohen,M,2020,282,1178,1912,16298,Hebrew,en|he,Latin|Hebrew,Cohen|Coen|Koen|Cohan|Kohen|Kogan,priest,modern,0.6,"Cohen is a Hebrew name meaning priest, a Jewish priestly surname used as a given name with strong religious resonance. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Crew,M,2020,283,1178,1995,5768,English|Welsh,en|cy,Latin,Crew|Carew|Crewe|Cru|Cruz|Crewes,group or fort near a slope,modern,0.2,"Crew is an English and Welsh name meaning group or fort near a slope, a short surname-word name with teamwork and adventurous energy. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Hendrix,M,2020,284,1177,1885,8367,Germanic|Dutch,en|de|nl,Latin,Hendrix|Hendrik|Hendrick|Henderson|Henry|Heinrich,son of hendrik,modern,0.5,"Hendrix is a Germanic and Dutch name meaning son of hendrik, a surname form of Henry with rock-and-roll associations and Germanic roots. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Colin,M,2020,285,1173,1880,128683,Greek|Scottish,en|el|gd,Latin|Greek,Colin|Collin|Cailean|Cullen|Nicolas|Colm,young creature or victory of the people,classic,0.5,"Colin is a Greek and Scottish name meaning young creature or victory of the people, a soft Scottish and Nicholas-related name with gentle traditional appeal. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Chance,M,2020,286,1166,1883,51432,English|French,en|fr,Latin,Chance|Chauncey|Chancelor|Chase|Chanze|Chantz,fortune or luck,modern,0.2,"Chance is an English and French name meaning fortune or luck, a word-name with risk, opportunity, and bright contemporary energy. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Malakai,M,2020,287,1165,1988,10124,Hebrew,en|he,Latin|Hebrew,Malakai|Malachi|Malachy|Malaki|Malakhi|Malachai,my messenger,timeless,0.8,"Malakai is a Hebrew name meaning my messenger, a prophetic biblical name with a dramatic rhythm and spiritual messenger imagery. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Clayton,M,2020,288,1163,1880,134174,English,en,Latin,Clayton|Clay|Clayten|Clayborne|Claytonn|Klayton,clay settlement,classic,0.4,"Clayton is an English name meaning clay settlement, an earthy place surname with grounded rural imagery. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Daxton,M,2020,289,1161,1970,10234,French|English,en|fr,Latin,Daxton|Dax|Daxten|Daxtyn|Daxon|Dacks,from dax or modern surname coinage,modern,0.2,"Daxton is a French and English name with from dax or modern surname coinage, a punchy modern name built around the French place-name Dax and an -ton ending. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Malcolm,M,2020,290,1160,1880,64372,Scottish|Gaelic,en|gd|ga,Latin,Malcolm|Máel Coluim|Malcom|Maolcolm|Colm|Callum,disciple of saint columba,classic,0.8,"Malcolm is a Scottish and Gaelic name meaning disciple of saint columba, a Scottish royal name with saintly devotion and historical gravity. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Lennox,M,2020,291,1159,1918,10839,Scottish|Gaelic,en|gd|ga,Latin,Lennox|Lenox|Lennon|Lennix|Lennex|Lenno,elm grove or lover,modern,0.4,"Lennox is a Scottish and Gaelic name meaning elm grove or lover, a Scottish surname name with arboreal imagery and stylish x-ending. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Martin,M,2020,292,1158,1880,311518,Latin,en|la,Latin,Martin|Martín|Martino|Marten|Martinus|Marty,of mars,classic,0.8,"Martin is a Latin name meaning of mars, a saintly Roman name with martial roots and reformer associations. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Jaden,M,2020,293,1152,1974,90157,English|Hebrew,en|he,Latin|Hebrew,Jaden|Jayden|Jaiden|Jadon|Jaydon|Jaidyn,modern coinage possibly thankful,modern,0.2,"Jaden is an English and Hebrew name with modern coinage possibly thankful, a modern name sometimes linked to biblical Jadon and shaped by rhythmic sound. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Kayson,M,2020,294,1151,1982,9255,English,en,Latin,Kayson|Kason|Kaison|Kashton|Kyson|Kaysen,modern surname-style coinage,modern,0.1,"Kayson is an English name with modern surname-style coinage, a recent invented or surname-style name shaped by fashionable K sounds. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Bodhi,M,2020,295,1139,1976,8710,Sanskrit,en|sa,Latin|Devanagari,Bodhi|Bodi|Bodhie|Bodhin|Bodhì|Bode,awakening or enlightenment,modern,0.6,"Bodhi is a Sanskrit name meaning awakening or enlightenment, a Buddhist Sanskrit name with spiritual clarity and serene modern appeal. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Francisco,M,2020,296,1137,1880,137489,Germanic|Latin,en|de|la,Latin,Francisco|Frank|Francis|Francesco|Franco|Franz,free man or frenchman,classic,0.8,"Francisco is a Germanic and Latin name meaning free man or frenchman, a saintly and medieval name family associated with freedom and humility. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Cody,M,2020,297,1122,1884,291449,Irish|English,en|ga,Latin,Cody|Codi|Codie|Kody|Coady|Kodi,helpful or cushion,modern,0.3,"Cody is an Irish and English name meaning helpful or cushion, an Irish surname-name with friendly Western informality. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Erick,M,2020,298,1113,1883,74732,Norse|Germanic,en|no|de,Latin,Erick|Eric|Erik|Eirik|Eiríkr|Erich,eternal ruler,classic,0.7,"Erick is a Norse and Germanic name meaning eternal ruler, a Viking-rooted royal name with clean strength and northern clarity. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Kameron,M,2020,299,1106,1956,39216,Scottish|Gaelic,en|gd|ga,Latin,Kameron|Cameron|Camryn|Kamryn|Camron|Camden,crooked nose,modern,0.4,"Kameron is a Scottish and Gaelic name meaning crooked nose, a Scottish surname-name with a crisp unisex sound and clan-like familiarity. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Atticus,M,2020,300,1104,1881,12161,Greek|Latin,en|el|la,Latin|Greek,Atticus|Attikos|Aticus|Attika|Atti|Attis,from attica,classic,0.8,"Atticus is a Greek and Latin name meaning from attica, a classical place name made literary by Atticus Finch and ancient Athens. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Dante,M,2020,301,1098,1908,46609,Italian|Latin,en|it|la,Latin,Dante|Durante|Danto|Danté|Danti,enduring,classic,0.8,"Dante is an Italian and Latin name meaning enduring, an Italian literary name forever tied to Dante Alighieri and poetic endurance. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Jensen,M,2020,302,1092,1927,14314,Scandinavian|Hebrew,en|sv|no|da,Latin|Hebrew,Jensen|Jenson|Jens|Johansen|Jansson|Jenssen,son of jens,modern,0.3,"Jensen is a Scandinavian and Hebrew name meaning son of jens, a Scandinavian surname form of John with crisp northern simplicity. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Cruz,M,2020,303,1090,1880,29535,Spanish|Latin,en|es|la,Latin,Cruz|Cruzito|Cruze|Crocifisso|Cross|Cruzado,cross,modern,0.5,"Cruz is a Spanish and Latin name meaning cross, a Spanish devotional word name with bold shape and Christian symbolism. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Finley,M,2020,304,1080,1880,30856,Irish|Celtic,en|ga,Latin,Finley|Finn|Finnian|Fionn|Finnegan|Finnley,fair or white,classic,0.7,"Finley is an Irish and Celtic name meaning fair or white, an Irish heroic name family tied to Fionn mac Cumhaill and bright folklore. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Brady,M,2020,305,1078,1883,92944,Irish|Gaelic,en|ga,Latin,Brady|Bradaigh|Bradey|Braidy|Bradie|Bradan,broad-eyed or spirited,classic,0.5,"Brady is an Irish and Gaelic name meaning broad-eyed or spirited, an Irish surname name with genial strength and sportsmanlike warmth. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Joaquin,M,2020,306,1072,1886,30572,Hebrew|Spanish,en|he|es,Latin|Hebrew,Joaquin|Joachim|Joaquín|Jochem|Joakim|Jehoiakim,yahweh establishes,timeless,0.8,"Joaquin is a Hebrew and Spanish name meaning yahweh establishes, a biblical royal name filtered through Spanish tradition with artistic flair. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Anderson,M,2020,307,1070,1880,30156,Greek,en|el,Latin|Greek,Anderson|Andrew|Andre|André|Andres|Andrea,manly or brave,timeless,0.8,"Anderson is a Greek name meaning manly or brave, an apostolic Greek name family with strong, simple, international appeal. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Gunner,M,2020,308,1058,1970,19708,Norse|Germanic,en|no|de,Latin,Gunner|Gunnar|Gunnarr|Guner|Gunther|Gunnor,warrior or battle army,modern,0.4,"Gunner is a Norse and Germanic name meaning warrior or battle army, a Norse-rooted name with martial imagery and rugged sound. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Muhammad,M,2020,309,1056,1929,15541,Arabic,en|ar,Latin|Arabic,Muhammad|Mohammed|Mohammad|Muhammed|Mehmet|Mahomet,praised,timeless,0.9,"Muhammad is an Arabic name meaning praised, the name of the prophet of Islam and one of the most historically significant names in the world. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Zayn,M,2020,310,1054,1993,6447,Arabic|Hebrew,en|ar|he,Latin|Arabic|Hebrew,Zayn|Zane|Zain|Zayne|Zan,beauty or god is gracious,modern,0.4,"Zayn is an Arabic and Hebrew name meaning beauty or god is gracious, a sleek cross-cultural name with Arabic elegance and possible John-family links. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Derek,M,2020,311,1051,1924,233926,Germanic,en|de,Latin,Derek|Derrick|Derick|Theodoric|Dirk|Diederik,ruler of the people,classic,0.6,"Derek is a Germanic name meaning ruler of the people, a streamlined form of Theodoric with medieval royal roots. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Raymond,M,2020,312,1048,1880,778681,Germanic|French,en|de|fr,Latin,Raymond|Raimund|Ramon|Ramón|Reymond|Ray,counsel protector,classic,0.7,"Raymond is a Germanic and French name meaning counsel protector, a medieval name with wise-guardian elements and gentle vintage polish. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Kyle,M,2020,313,1045,1881,490737,Scottish|Gaelic,en|gd|ga,Latin,Kyle|Kile|Kye|Kylen|Kylan|Kylie,narrows or channel,modern,0.3,"Kyle is a Scottish and Gaelic name meaning narrows or channel, a Scottish place surname with a clean sound and landscape roots. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Angelo,M,2020,314,1044,1881,81373,Greek|Latin,en|el|la,Latin|Greek,Angelo|Angel|Ángel|Angela|Angelina|Angelica,messenger,timeless,0.8,"Angelo is a Greek and Latin name meaning messenger, a spiritual name family tied to divine messengers and gentle celestial imagery. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Reid,M,2020,315,1042,1886,36109,Scottish|English,en|gd,Latin,Reid|Reed|Reade|Read|Rhett|Reede,red-haired or reed,classic,0.4,"Reid is a Scottish and English name meaning red-haired or reed, a compact surname name with color and nature associations. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Spencer,M,2020,316,1037,1880,123722,English|French,en|fr,Latin,Spencer|Spenser|Spence|Spensir|Dispencer|Spensor,steward or dispenser,classic,0.5,"Spencer is an English and French name meaning steward or dispenser, an occupational surname with aristocratic polish and literary associations. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Nico,M,2020,317,1029,1960,14066,Greek,en|el,Latin|Greek,Nico|Nicholas|Nicolas|Nikolai|Nicole|Nicolás,victory of the people,timeless,0.9,"Nico is a Greek name meaning victory of the people, a saintly Greek name family associated with bishops, generosity, and global tradition. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Jaylen,M,2020,318,1028,1991,40234,English|Modern English,en,Latin,Jaylen|Jaylon|Jalen|Jaelyn|Jaylin|Jailyn,modern coinage from jay and -len,modern,0.1,"Jaylen is an English and Modern English name with modern coinage from jay and -len, a recent melodic name shaped by sound, rhythm, and contemporary spelling patterns. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Jake,M,2020,319,1027,1880,125517,Hebrew|English,en|he,Latin|Hebrew,Jake|Jacob|Jakob|James|Jacques|Jaime,supplanter or holder of the heel,classic,0.7,"Jake is a Hebrew and English name meaning supplanter or holder of the heel, a familiar short form of Jacob with biblical depth and friendly everyday directness. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Prince,M,2020,320,1020,1880,19759,English|Latin,en|la,Latin,Prince|Princeton|Royal|Royce|King|Reign,royal or first in rank,modern,0.3,"Prince is an English and Latin name meaning royal or first in rank, a title-name family projecting status, ceremony, and aspirational grandeur. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Manuel,M,2020,321,1013,1880,187768,Hebrew,en|he,Latin|Hebrew,Manuel|Emmanuel|Emanuel|Immanuel|Emanuele|Manolo,god is with us,timeless,0.9,"Manuel is a Hebrew name meaning god is with us, a messianic biblical name with deep Christian and Jewish resonance. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Ali,M,2020,322,1009,1914,39137,Arabic,en|ar,Latin|Arabic,Ali|Aly|Aliyy|Aaliyah|Alia|Alee,exalted or high,timeless,0.8,"Ali is an Arabic name meaning exalted or high, a major Arabic name tied to early Islamic history and noble elevation. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Gideon,M,2020,323,1009,1880,17011,Hebrew,en|he,Latin|Hebrew,Gideon|Gidon|Gedeon|Gedeón|Gideoni|Gid,feller or hewer,timeless,0.8,"Gideon is a Hebrew name meaning feller or hewer, a biblical warrior-judge name with resolute and austere strength. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Stephen,M,2020,324,1008,1880,863147,Greek,en|el,Latin|Greek,Stephen|Steven|Stefan|Esteban|Etienne|Stefano,crown or wreath,timeless,0.8,"Stephen is a Greek name meaning crown or wreath, a saintly New Testament name with martyrdom, scholarship, and royal associations. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Ellis,M,2020,325,1004,1880,49563,Hebrew|Welsh,en|he|cy,Latin|Hebrew,Ellis|Elias|Elis|Elisha|Eliyahu|Eliot,my god is yahweh or benevolent,classic,0.5,"Ellis is a Hebrew and Welsh name meaning my god is yahweh or benevolent, a surname and given name with both biblical and Welsh currents. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Orion,M,2020,326,1001,1880,18559,Greek,en|el,Latin|Greek,Orion|Orian|Orien|Orión|Oryon|Orionis,rising in the sky or hunter,timeless,0.7,"Orion is a Greek name meaning rising in the sky or hunter, a mythological hunter and constellation name with celestial grandeur. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Rylan,M,2020,327,993,1968,35579,English,en,Latin,Rylan|Ryland|Rylen|Rylin|Ryley,rye land,modern,0.2,"Rylan is an English name meaning rye land, a surname-place name with agricultural imagery and soft contemporary sound. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Eduardo,M,2020,328,991,1890,106121,Old English|Spanish,en|es,Latin,Eduardo|Edward|Edouardo|Eduard|Duarte|Eddie,wealthy guardian,classic,0.8,"Eduardo is an Old English and Spanish name meaning wealthy guardian, a Spanish and Portuguese form of Edward with royal Anglo-Saxon roots. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Mario,M,2020,329,990,1897,148196,Latin|Italian,en|la|it,Latin,Mario|Marius|Marion|Mariano|Mauro|Marco,of mars or male,classic,0.7,"Mario is a Latin and Italian name meaning of mars or male, a Roman name with Italian warmth and martial antiquity. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Rory,M,2020,330,989,1933,37020,Irish|Gaelic,en|ga,Latin,Rory|Ruairí|Ruaridh|Ruaidhrí|Roderick|Rori,red king,classic,0.6,"Rory is an Irish and Gaelic name meaning red king, an Irish royal name with fiery color and lively charm. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Cristian,M,2020,331,984,1960,65966,Greek|Latin,en|el|la,Latin|Greek,Cristian|Christian|Kristian|Cristiano|Kristen|Christen,follower of christ,timeless,0.8,"Cristian is a Greek and Latin name meaning follower of christ, a faith-based name with broad European use and a clear religious identity. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Odin,M,2020,332,981,1884,9075,Norse,en|no,Latin,Odin|Óðinn|Woden|Oden|Odinn|Othin,frenzy or inspiration,timeless,0.8,"Odin is a Norse name meaning frenzy or inspiration, a Norse mythological name tied to wisdom, poetry, battle, and kingship. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Tanner,M,2020,333,969,1913,96117,English,en,Latin,Tanner|Tannar|Tannen|Tannor|Taner|Tannere,leather worker,modern,0.3,"Tanner is an English name meaning leather worker, an occupational surname name with craft roots and easy ruggedness. In contemporary English use it reads contemporary and energetic, shaped by recent naming patterns, surnames, places, and streamlined spellings."
Julius,M,2020,334,960,1880,80612,Latin,en|la,Latin,Julius|Julian|Julio|Julien|Giuliano|Jules,youthful or downy-bearded,classic,0.8,"Julius is a Latin name meaning youthful or downy-bearded, a Roman family name with imperial, saintly, and literary polish. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Callum,M,2020,335,957,1983,6449,Scottish|Gaelic,en|gd|ga,Latin,Callum|Malcolm|Máel Coluim|Malcom|Maolcolm|Colm,disciple of saint columba,classic,0.8,"Callum is a Scottish and Gaelic name meaning disciple of saint columba, a Scottish royal name with saintly devotion and historical gravity. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Sean,M,2020,336,956,1925,422852,Hebrew|Scottish|Slavic,en|he|gd|ru,Latin|Hebrew|Cyrillic,Sean|Ian|Iain|Eoin|Ewan|Ivan,god is gracious,timeless,0.7,"Sean is a Hebrew, Scottish, and Slavic name meaning god is gracious, a compact John-family form shaped by Gaelic and Slavic traditions. In contemporary English use it reads enduring and cross-cultural, rooted in scripture, antiquity, or centuries of steady use."
Kane,M,2020,337,954,1953,15389,Irish|Hebrew,en|ga|he,Latin|Hebrew,Kane|Cain|Cian|Keane|Kain|Kaine,ancient or acquired,classic,0.5,"Kane is an Irish and Hebrew name meaning ancient or acquired, a short name with Irish heroism and biblical shadows. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
Ricardo,M,2020,338,953,1888,142687,Germanic,en|de,Latin,Ricardo|Richard|Rikard|Riccardo|Ryszard|Dick,brave ruler,classic,0.9,"Ricardo is a Germanic name meaning brave ruler, a royal Germanic name with crusader, literary, and political weight. In contemporary English use it reads established and polished, with a traditional cadence that remains familiar across generations."
